Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""9NLz+4tGZcQ="")",Chrome 131.0.0.0,,,10-01-2025 23:25:19,10-01-2025 23:25:20,0.343s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Demo account_form-control_1""))",Chrome 131.0.0.0,,,10-01-2025 23:25:20,10-01-2025 23:25:20,0.268s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 131.0.0.0,,,10-01-2025 23:25:20,10-01-2025 23:25:20,0.307s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 131.0.0.0,,,10-01-2025 23:25:20,10-01-2025 23:25:21,0.430s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 131.0.0.0,,,10-01-2025 23:25:21,10-01-2025 23:25:22,0.883s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 131.0.0.0,,,10-01-2025 23:25:22,10-01-2025 23:25:22,0.307s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Medicaid""))",Chrome 131.0.0.0,,,10-01-2025 23:25:22,10-01-2025 23:25:22,0.278s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 131.0.0.0,,,10-01-2025 23:25:22,10-01-2025 23:25:22,0.327s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_30""))",Chrome 131.0.0.0,,,10-01-2025 23:25:22,10-01-2025 23:25:23,0.571s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Appointemt booked in Honkong"")",Chrome 131.0.0.0,,,10-01-2025 23:25:23,10-01-2025 23:25:24,0.864s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 131.0.0.0,,,10-01-2025 23:25:24,10-01-2025 23:25:24,0.383s,PASSED
,,,,,,,
Test Cases/CURA/Logout_TC_03,Chrome 131.0.0.0,,,10-01-2025 23:25:24,10-01-2025 23:25:25,1.113s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 131.0.0.0,,,10-01-2025 23:25:24,10-01-2025 23:25:25,0.553s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 131.0.0.0,,,10-01-2025 23:25:25,10-01-2025 23:25:25,0.346s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,10-01-2025 23:25:25,10-01-2025 23:25:25,0.159s,PASSED
